SAMPLE_NAME,ENA_FILE_PATH,READ_COUNT,POPULATION,MD5SUM
HG00315,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240235/HG00315.final.cram,720690434,FIN,779194510afb70bf52dc4069c97e8b04
NA19676,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239907/NA19676.final.cram,692986610,MXL,4998da0197cfaeefcb9b65d14388d3eb
NA19682,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239911/NA19682.final.cram,713857694,MXL,5eceac3a29c5ee19bd7c7f7c27ed2476
HG00346,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240252/HG00346.final.cram,692893678,FIN,46056fdb1d832faeaa1ef7f123fa6c90
HG00349,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240253/HG00349.final.cram,819990926,FIN,b0c34c3a9dc894fdb26cb822dab82297
HG00358,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240260/HG00358.final.cram,801960714,FIN,5bf1a6a25ea903fbd1aa630f98a1dd38
NA18987,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239568/NA18987.final.cram,691802558,JPT,52a7eebceae8370e84b80a379c80ac21
NA19002,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239580/NA19002.final.cram,809055898,JPT,5f995e0d35826c95b3dff288f0369259
NA19009,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239583/NA19009.final.cram,835819448,JPT,d609b3d385633f29b7ce0324f91c4808
NA19057,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239589/NA19057.final.cram,728544214,JPT,220cba328c29815100dda6f5dc33384c
NA19759,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239940/NA19759.final.cram,703698078,MXL,b2075c080f727f03cc29f1dba34c2e0e
NA19761,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239941/NA19761.final.cram,684982124,MXL,8cc031898ef654389d1567e7bdba5dc3
HG00373,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240272/HG00373.final.cram,732550300,FIN,5191f5017f0d3e410652e5513dbf1a1b
HG00376,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240274/HG00376.final.cram,753260714,FIN,410d57f120655fd7d76b4a0eb6278c5c
NA19059,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239591/NA19059.final.cram,775642944,JPT,223aaf78bd89375ce5038a27882cef75
NA19079,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239607/NA19079.final.cram,1092538378,JPT,503b4e5389a7d30510134cf19ee9a124
NA19080,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239608/NA19080.final.cram,701760208,JPT,4f3431dee7499435a9462c7b3377d38e
NA19081,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239609/NA19081.final.cram,714836212,JPT,36ef24c9ba962635e8faca13f1ba2b09
NA19774,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239946/NA19774.final.cram,711447382,MXL,1c7fe3ca03bd4d0d5d844f213730d8cf
NA19819,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239960/NA19819.final.cram,761315498,ASW,b34c98e0c52746f53e64b4bdf04cfcbd
NA19835,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239962/NA19835.final.cram,940839998,ASW,6686cfb082cafd9933d9c37c7c75516f
NA06985,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239276/NA06985.final.cram,793140812,CEU,feb8e48a9cea41c622454baf8f3a8377
NA07037,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239280/NA07037.final.cram,783533920,CEU,e09dd0768ed965eb4aa99cf34215902e
NA07051,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239281/NA07051.final.cram,731271118,CEU,5cd5bf26a533b9e854b49c1b16e3b6ed
NA19908,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239966/NA19908.final.cram,808398740,ASW,34b3233bc6759df43caa955b7e1e911d
NA19982,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239973/NA19982.final.cram,721426258,ASW,ae1b38aecc47ffcff4c572edf318888b
NA20282,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239979/NA20282.final.cram,707044210,ASW,e2aeb75bee4c2899106473491f6f822f
NA12004,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239301/NA12004.final.cram,766919056,CEU,7815ad0c41183bc19f4237b5f52ce108
NA12005,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239302/NA12005.final.cram,699817900,CEU,4e1360ac56eeb1b620aafc0211fa7cc3
NA19213,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239634/NA19213.final.cram,690514716,YRI,3e4fe1b98490d025b19d4bded7773ff7
NA19256,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239641/NA19256.final.cram,665772724,YRI,a072bd54d898050026b4943af7b9ff10
NA11932,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239643/NA11932.final.cram,735560024,CEU,36268dec5521c063b1c394cada30e5d7
NA18531,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239648/NA18531.final.cram,703451634,CHB,742cb0fb2ce83d5b1003685dc02fae79
NA20356,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239994/NA20356.final.cram,748782508,ASW,45e05abc4dedb607f9f5c7866ae6866c
NA20851,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240002/NA20851.final.cram,718885362,GIH,801a9fae729d90652523a665f9886535
NA12717,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239317/NA12717.final.cram,766593252,CEU,36271bd9ebe2c112535c3d7c92fd50f3
NA18983,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239674/NA18983.final.cram,684440154,JPT,4399a6eaee3579f3ce014ea4de2780cf
NA20882,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240021/NA20882.final.cram,894755120,GIH,7e71aa6df302a23de5928982721c4191
NA12872,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239331/NA12872.final.cram,935371738,CEU,0d4500db05da7695d934959bab0cd071
NA19011,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239682/NA19011.final.cram,759268934,JPT,dd159d60e67b2443367cb4c8ea55a6d8
NA21091,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240049/NA21091.final.cram,758970140,GIH,7687888dfec3927c51f093c26670c1bc
NA18542,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239356/NA18542.final.cram,756221290,CHB,4d3ce4796093692c2273820997dc710e
NA18552,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239360/NA18552.final.cram,730706372,CHB,8ec8daf86c3b3ba058478e36f4384329
NA19043,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239700/NA19043.final.cram,879507124,LWK,e02db2a42b7decd23b04f1e2c9bc5702
NA21098,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240053/NA21098.final.cram,698896526,GIH,caf487c07194a71233a7c3939c058398
NA21108,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240063/NA21108.final.cram,711102332,GIH,9a55bc366fbafe07b3dd223cc619c22c
NA21111,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240066/NA21111.final.cram,674302206,GIH,ddb5d13692ac302b837adaa13ac35843
NA21116,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240070/NA21116.final.cram,709764020,GIH,a83d4cea3bbac4820b6af56b7e9d0ddf
NA19380,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239738/NA19380.final.cram,710521426,LWK,13d2f9548dc8fe745ecdf5a20b5bbe44
NA19385,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239741/NA19385.final.cram,707295522,LWK,67786a56512224a652093adb35d06154
NA21123,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240076/NA21123.final.cram,767830940,GIH,2b191c3d647062205670e703decccfc7
NA19792,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240094/NA19792.final.cram,738494834,MXL,2619952204f4c3a9ff7825c1f3609a5b
NA18951,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239400/NA18951.final.cram,788087110,JPT,75399929368f1ee9d8fe9d79f2c74004
NA19399,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239748/NA19399.final.cram,736694146,LWK,8ce8a82328f50b3798349ad10f549baa
NA20868,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240105/NA20868.final.cram,811214574,GIH,becf6636f28112506d34febdb5899c27
NA19005,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239421/NA19005.final.cram,743385292,JPT,03d1e8bf0f5d26a2cd712bfd74525ce2
NA19098,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239423/NA19098.final.cram,821816014,YRI,a4cbea6f229dc8a8bfb6458a4b54a776
NA19457,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239773/NA19457.final.cram,780138934,LWK,b69e2cae8270181f3ab132b31afffcd8
HG00110,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240126/HG00110.final.cram,729333182,GBR,9fc30d37481342da0cefcbe985691e7f
HG00120,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240134/HG00120.final.cram,879782984,GBR,da2f2e4875d995320287225830398f5a
NA19147,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239437/NA19147.final.cram,748072728,YRI,0fc84db9295c625c6deff1b3aff6ad5d
NA19153,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239439/NA19153.final.cram,776174492,YRI,565e4eaffce4ce1cdcf8292d81b92110
NA19159,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239440/NA19159.final.cram,772673356,YRI,61f941e6cb39575eba28fc77044a79a0
NA19209,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239450/NA19209.final.cram,844427158,YRI,6c993389173490b9769f62fb24c18bdb
NA20507,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239790/NA20507.final.cram,702338672,TSI,f0e52cfa9b930f7e644dbf079444c4a7
NA20512,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239795/NA20512.final.cram,742547056,TSI,295f061d356f8615fa3ea419d9eb4ae8
NA20517,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239800/NA20517.final.cram,724465544,TSI,084f4ac2a70825cf4d03755be67d2f64
HG00138,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240144/HG00138.final.cram,771589722,GBR,21b6e9476ccae13cf2e311e35a061271
NA11893,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239462/NA11893.final.cram,751196126,CEU,886c0a5698907c329cd5b91d0399d163
NA12283,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239469/NA12283.final.cram,937274260,CEU,6c8ded8d330171750f4c9bf6b90cea27
NA20529,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239810/NA20529.final.cram,694093562,TSI,d472f264bb159c43d2f52b2ae034c06f
NA20539,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239819/NA20539.final.cram,688900246,TSI,12bee5636903ee4b8c536abaf217a1b8
NA20586,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239828/NA20586.final.cram,735194340,TSI,cf6528d754d9cf646e8522690186e4cc
HG01177,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241847/HG01177.final.cram,818670012,PUR,ac4f14f553afe05c06efbebd08e7fda8
HG01190,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241852/HG01190.final.cram,752081496,PUR,c05866e589e0845bb3fc889dee8bab8f
HG01204,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241856/HG01204.final.cram,682829146,PUR,bbfa5e8064159521b4b7ccc95415f27e
HG01242,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241859/HG01242.final.cram,739693026,PUR,3ff749bbb6b9ac3ac71391e75dc65c3e
HG01250,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241862/HG01250.final.cram,834477356,CLM,87fde74f124b3c560c931cc95344f218
HG01783,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242202/HG01783.final.cram,745978896,IBS,3fcf2e2d11268cc27cb13431e4365cb6
HG03445,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242553/HG03445.final.cram,721660166,MSL,244ca16eb6859ac7cc7b34f0b419babd
HG04099,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242909/HG04099.final.cram,747569684,STU,651bf2249a7f2bb1ed2c765fc247224c
HG04018,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242913/HG04018.final.cram,755135792,ITU,d3d11c9b2d54e91aad22242ef7eaa8fe
HG01356,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241878/HG01356.final.cram,766541046,CLM,ada9cf12a1b083ddf1a0644476db0b14
HG02128,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242212/HG02128.final.cram,742710668,KHV,e8b106c1f5c010eb7deb564e531aa47a
HG02394,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242215/HG02394.final.cram,724017538,CDX,27d400a7e9fefa089bc8444db22f91d6
HG01915,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242219/HG01915.final.cram,693124588,ACB,308f1606e2eeefafee25bb748bbc3f99
HG02282,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242231/HG02282.final.cram,763271618,ACB,c64408c1a47b00af6141c860d89175e5
HG03963,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242927/HG03963.final.cram,901086852,ITU,b4c305ee3d79c791eb1e5a5a1653d3ef
HG01342,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241885/HG01342.final.cram,716072646,CLM,bfa1826e9bd40cf7b8aa9e7e421af5ed
HG02231,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242253/HG02231.final.cram,708066344,IBS,8b121b8df06d6e3cffe7bc7076a49cdd
HG02881,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242947/HG02881.final.cram,726984258,GWD,96ff8b242a0b5335a6ec10db3152f37d
HG01464,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241906/HG01464.final.cram,768979358,CLM,bd09fe9dea11964f8cc7ecafb9643936
HG01497,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241914/HG01497.final.cram,719800828,CLM,1cf380cbcf042e238fe34936c3e3d851
HG01500,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241916/HG01500.final.cram,722303232,IBS,bf73673922fee23e4c798c6306208086
HG01507,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241921/HG01507.final.cram,733832368,IBS,3974a205d2ade872b15400b6dbacb4e4
HG01509,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241922/HG01509.final.cram,687033404,IBS,4becdb0bbfabf175ced1ef66614d0bc6
HG01510,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241923/HG01510.final.cram,705357250,IBS,eafd11d0481a41ab42d5aa7d35c9a76e
HG02032,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242257/HG02032.final.cram,745253186,KHV,c0472313d852c24e7932f5b8331c1ac5
HG02977,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242606/HG02977.final.cram,678041740,ESN,bdd7ef4e2711a162ff98fdd1ee5127c6
HG03118,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242608/HG03118.final.cram,757237538,ESN,710cb8853311f857ee032d1d5b33defb
HG03159,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242613/HG03159.final.cram,777789276,ESN,e95e551eb013ac55b8c9266f32ce9bcb
HG03199,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242621/HG03199.final.cram,738182354,ESN,209a463dcb4473ea7e49bcf520e9f2f4
HG03079,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242958/HG03079.final.cram,684639754,MSL,6eb3432b248f1105b743fdce13ea4ae2
HG03382,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242966/HG03382.final.cram,699812072,MSL,cd50348637c3b303ccbc9669cd6c4669
HG03103,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242977/HG03103.final.cram,1016948952,ESN,24734f215690682c304e6d3f3284d37a
HG02406,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242287/HG02406.final.cram,725423826,CDX,79b2fe5ad890769b0ed8f3d0b372664d
HG01985,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242296/HG01985.final.cram,683587558,ACB,52881ca54b1914cf6516781ae4fafeea
HG03007,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242643/HG03007.final.cram,695135220,BEB,a77bbeb773d893ce9701cf98b3b4c0f8
HG03139,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242983/HG03139.final.cram,805062682,ESN,6696249dab19241505e69d1484535e7d
HG03202,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242990/HG03202.final.cram,644896264,ESN,e68dce70d7a6c49a636b3acafc2d618c
HG01619,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241954/HG01619.final.cram,746940196,IBS,7ac53c3fa09a226b8119bc096480c892
HG01623,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241956/HG01623.final.cram,717321578,IBS,e1cce4d3955eba764fd12ddd6861889e
HG01668,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241964/HG01668.final.cram,733600458,IBS,df1f01311a3639d70e9353e5bdd02488
HG02107,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242303/HG02107.final.cram,928699118,ACB,de98892f537bd0ea2bbe452c709ffd4b
HG03826,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242655/HG03826.final.cram,693364648,BEB,7c53e726df37fc7fee99877290dfb293
HG03833,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242658/HG03833.final.cram,765369622,BEB,d8be0b736d27076f56d0fb5dbee131ff
HG03940,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242663/HG03940.final.cram,714450622,BEB,552a16bf4c029f1659212d87ebd09373
HG04156,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242665/HG04156.final.cram,786805644,BEB,69922b571f6940ab7d31c11b9c6bd8a6
HG03644,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242666/HG03644.final.cram,680363120,STU,486164b254f133c202debcfd7bb81443
HG02699,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3243019/HG02699.final.cram,736215566,PJL,cb0225f21c49d76d3d2527edcc6bd77c
HG01572,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241987/HG01572.final.cram,686394354,PEL,bfe6651029ea7db2159d209b08b20503
HG02419,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242321/HG02419.final.cram,701195820,ACB,e159c83a4a7c490642a8c9880546a176
HG02471,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242332/HG02471.final.cram,790459726,ACB,e0ab9b2b215abf0035239b46c881ec85
HG02479,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242333/HG02479.final.cram,767581144,ACB,d243528e2be88c9f4e915472103d4fe0
