SAMPLE_NAME,ENA_FILE_PATH,READ_COUNT,POPULATION,MD5SUM
NA11830,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239287/NA11830.final.cram,775118832,CEU,180bda765c44809356b6734028180181
NA11831,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239288/NA11831.final.cram,786331524,CEU,706353216b429cf869f1dc1ced35c6f5
NA19235,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239637/NA19235.final.cram,703840766,YRI,c91af459db5527c4c20448b39246eddb
NA19248,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239640/NA19248.final.cram,783756426,YRI,407823b556310668746e8473fcc714a3
NA18560,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239655/NA18560.final.cram,715216252,CHB,fcfd61b58e382eaf240556cb78c2a213
NA20334,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239989/NA20334.final.cram,759349842,ASW,b450aa56e42d16b0ae58d99669356d3a
NA20849,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240000/NA20849.final.cram,732303304,GIH,e03478d0938062c7e322d61da4bcddf9
NA20856,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240006/NA20856.final.cram,743953260,GIH,81f98d8251f1f05a58b30e42921a5859
NA12234,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239311/NA12234.final.cram,727389058,CEU,a355d779c84d934b159256699c183c20
NA12249,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239312/NA12249.final.cram,833143788,CEU,038231d5e30d9f514b512fdad7a333cf
NA12489,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239315/NA12489.final.cram,751960264,CEU,7a4af053f3d6fb9914a5614cde3e0529
NA18565,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239656/NA18565.final.cram,1174385680,CHB,39ebdbe97c7df0c4d2f2c6acf18b933a
NA18881,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239670/NA18881.final.cram,1266864958,YRI,299c32fa43fd6c62682a2eab7ecc31aa
NA20859,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240008/NA20859.final.cram,821630486,GIH,e8ee9575b97383920a4e4033b14598f1
NA12874,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239333/NA12874.final.cram,781495448,CEU,2d5979b1119e5c74f89d68209d712237
NA12878,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239334/NA12878.final.cram,758135204,CEU,7b60651143aa1b18e807ced767886fd2
NA18508,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239344/NA18508.final.cram,1059092070,YRI,8aa57afcc13c9f7ea32a0ba0af975c3e
NA18511,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239346/NA18511.final.cram,919456786,YRI,9e1b7ec8cf7812d822f4badb4f3e4d33
NA19020,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239685/NA19020.final.cram,748209596,LWK,7477ae34f833ed81d7a19892f7a21f4d
NA19035,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239694/NA19035.final.cram,807142832,LWK,9eab79d205dd650fd91ae5976692fd56
NA20892,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240030/NA20892.final.cram,702000954,GIH,f18e115aa52aeb3bb5b76fc0afa00b7d
NA20906,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240041/NA20906.final.cram,879356496,GIH,8c50fa739aa1dfde5f795924415a5e92
NA20910,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240043/NA20910.final.cram,759970458,GIH,642d6d90a89ad6e077c846ade84d6883
NA21088,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240046/NA21088.final.cram,778726956,GIH,7abfb15cf209ee889c05877e41756f12
NA18523,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239352/NA18523.final.cram,766140732,YRI,ee2fd04884febe909c013733f34fac58
NA18545,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239357/NA18545.final.cram,789526334,CHB,8da607b95715fd80ebda0631071d8fe8
NA18561,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239363/NA18561.final.cram,694112394,CHB,957ef0e761266de96fe7c48476188cbf
NA18562,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239364/NA18562.final.cram,827090710,CHB,1e5d0fb63ee286834d5bef984ca9cb86
NA19089,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239701/NA19089.final.cram,743966838,JPT,613e55cfa796a7f7158540ceb302b21b
NA19308,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239705/NA19308.final.cram,1037013396,LWK,70a12aadfb49a11024ece3280569d362
NA19310,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239707/NA19310.final.cram,731908666,LWK,bcbbf6ef0bdd11119618969bc8a25692
NA21118,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240072/NA21118.final.cram,720036032,GIH,3848a79be84c4d6e9c58272aad269227
NA18871,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239387/NA18871.final.cram,985544386,YRI,dbffc6c7f4349a6f2e586531c2b394c8
NA19332,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239722/NA19332.final.cram,744495010,LWK,ff7d7e84744ebfb4a0579bab379f43f6
NA19391,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239743/NA19391.final.cram,730767648,LWK,e27d771891f0f4df19379f8486098f6d
NA18945,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239396/NA18945.final.cram,767396592,JPT,1b8cb5d6fb695991f1c845a10729947b
NA18956,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239403/NA18956.final.cram,704339542,JPT,efa597c3bda2586c181d540286066e94
NA18965,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239408/NA18965.final.cram,786085996,JPT,5688232de837b13561ba063dab5e51d8
NA19431,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239755/NA19431.final.cram,736871998,LWK,c2c7eae8ee6277f2de16b5a291b9ecac
NA19923,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240096/NA19923.final.cram,795584992,ASW,184fdcf4857bf43b6febb4a5515e9c64
NA20867,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240104/NA20867.final.cram,751741336,GIH,d3941b741c1073a53f9b00b54519a7c6
NA21093,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240108/NA21093.final.cram,959961020,GIH,7def6ea8bafbaa21300b3e2bf4fc1dc6
NA18973,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239415/NA18973.final.cram,808364484,JPT,a56d4fd8d9a590c1d25c91b644f78c3b
NA18981,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239420/NA18981.final.cram,675103482,JPT,d246cbda594ec925a86bd2fc9582c783
NA19108,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239426/NA19108.final.cram,718695112,YRI,771fe4e1b0f39d24938fa32d7795ce03
NA19143,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239435/NA19143.final.cram,719810712,YRI,c78d35fa3583a9d9f23001e6a77cf541
NA19448,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239766/NA19448.final.cram,729119434,LWK,e02e44eb209e8ddb83dfd90ced9bc6ca
NA19462,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239775/NA19462.final.cram,780475800,LWK,250a48c48d08fa22e65d7a5a2f9523fb
HG00107,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240123/HG00107.final.cram,761169684,GBR,87f2728c80d292e20c694f917d2c118b
HG00113,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240129/HG00113.final.cram,667293580,GBR,737a2455a3ae9e3f0c89e25e7a9d989b
HG00117,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240133/HG00117.final.cram,872306440,GBR,0f2234ed5353446289e64a49290f892e
NA19171,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239442/NA19171.final.cram,663582090,YRI,316c2516c4da05088bba2a45a70cbd2e
HG00136,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240142/HG00136.final.cram,738320838,GBR,ce7f175b19ac7756418ba42ee327d1ac
HG00142,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240148/HG00142.final.cram,743725102,GBR,3742e8c6e7854b04fb4a85c0d7fdac00
HG00149,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240153/HG00149.final.cram,728599638,GBR,025c8160e46ff3771b0458f97e231556
HG00173,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240161/HG00173.final.cram,687691442,FIN,309f032d3bfde7fcabfec253ee462118
NA20536,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239817/NA20536.final.cram,688121618,TSI,3c971c37f9fa90d4f38d72ff6f408bb1
NA20538,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239818/NA20538.final.cram,709519094,TSI,eea95a0d280cf1a39643d2fa816793ba
NA20541,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239821/NA20541.final.cram,745696876,TSI,920ec9268daad21fef09172612b1d082
NA20587,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3239829/NA20587.final.cram,799340530,TSI,ad9cf00f68412e5c03ac69578139cbf9
HG00181,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240168/HG00181.final.cram,736529722,FIN,078ca4bf78a5accb54c3ebf76ab6ac59
HG00189,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3240175/HG00189.final.cram,656571334,FIN,931180b0b5e69989f7bc6ec16b813a6a
HG01174,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241845/HG01174.final.cram,748957600,PUR,5ddf92eb0a3bf01f75b83549c9d45006
HG01248,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241861/HG01248.final.cram,993300908,PUR,d7ef53545ef854e6427bc8581cf91ee1
HG01883,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242190/HG01883.final.cram,760634924,ACB,75b243b41ab112b018108cffa7b7739c
HG02009,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242197/HG02009.final.cram,667686852,ACB,b4400a9d653c00d09cf24c28a9d550d0
HG03376,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242542/HG03376.final.cram,691248880,MSL,7270f22eedf94e75e33dc49acbc7c739
HG03380,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242543/HG03380.final.cram,766767492,MSL,31ba1d76652b6eecfc9f02d4c9e6a6dd
HG03428,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242549/HG03428.final.cram,750484134,MSL,baf9e00f0ca5c94e5b5b1bba80eb59db
HG03442,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242552/HG03442.final.cram,738436348,MSL,974484e276dfd924931a68a003831a5b
HG03848,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242897/HG03848.final.cram,737529112,STU,bece169d17fbd1cf49e00dcf2f16ce5d
HG04033,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242902/HG04033.final.cram,842549132,STU,e927b0029c4773e86c5e810182ec0437
HG03947,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242903/HG03947.final.cram,807511902,STU,898800707df6ab16e1564a3d47ed81a4
HG04035,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242906/HG04035.final.cram,670372688,STU,65a16432a64d554eb615b980e385db1c
HG02315,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242229/HG02315.final.cram,694148734,ACB,a2b2822a962f1e25bf1a7ea2a5729476
HG03458,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242566/HG03458.final.cram,693168546,MSL,73de66b6578b2766b8cce654116bc704
HG03565,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242578/HG03565.final.cram,783325260,MSL,81ec86a896d40942d04191e74b44b928
HG03782,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242920/HG03782.final.cram,701030950,ITU,8969cea96388622eeefa71fcbc9c4ec6
HG03863,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242923/HG03863.final.cram,711962118,ITU,f97e274166c032a99f42998912eee619
HG01383,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241882/HG01383.final.cram,774720778,CLM,364506066039590d77494d59ec476953
HG01365,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241892/HG01365.final.cram,775061564,CLM,551f000efb82be2639ff2b16bcb6fbca
HG02272,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242242/HG02272.final.cram,787899352,PEL,790561581263720540f07468f9ad6f69
HG03270,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242590/HG03270.final.cram,1263782646,ESN,282a3bb4aad5937ca8e312d993235d3c
HG03280,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242591/HG03280.final.cram,817811230,ESN,57e41d438984c519398a8876d284f26b
HG03295,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242594/HG03295.final.cram,727334770,ESN,fb077139dac65f7f0ed938526e46a140
HG03367,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242598/HG03367.final.cram,827303164,ESN,b8aff819d52d5e8ff4da662dfda2f9cc
HG02952,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242605/HG02952.final.cram,746767146,ESN,da2e5fb3bff26421b2687b8b1964e725
HG02760,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242942/HG02760.final.cram,683553636,GWD,1ac9886134287cf597f9619ca586c870
HG02879,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242946/HG02879.final.cram,743643270,GWD,c64e4f7df2ca95ba66fd6e34a7ef8307
HG02982,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242949/HG02982.final.cram,692181034,GWD,f0093fac6ad3d046d8c52f9f65ba82ec
HG01455,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241902/HG01455.final.cram,715874478,CLM,7fbd5b802fc40cee5cf82954ca766435
HG01456,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241903/HG01456.final.cram,766882954,CLM,7b0a07e2efaa01a4564a640a5fd5d28d
HG01462,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241905/HG01462.final.cram,760861998,CLM,4ea30b7b81fadc9864fe4f79d8413a04
HG01494,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241912/HG01494.final.cram,746464598,CLM,8294a47276bf5381119447196a613653
HG02230,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242254/HG02230.final.cram,776137618,IBS,c7dfbb225c018556c16031459ba308f1
HG02356,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242264/HG02356.final.cram,723017824,CDX,aca73eb4fa0b00d30c3385d136703aca
HG03195,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242620/HG03195.final.cram,749716984,ESN,b489b8a5e9be1eab0c1633cc2d2500d4
HG03342,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242624/HG03342.final.cram,783756246,ESN,99ab8e9f1e56285a1a3f590c22a309e1
HG01516,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241927/HG01516.final.cram,764516192,IBS,42143768ff1eb6d162eedf5697cd5ab4
HG01522,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3241931/HG01522.final.cram,744281120,IBS,e6e06bf199b7c2b7949cf3b69375902b
HG02385,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242276/HG02385.final.cram,674659296,CDX,5ebced347e0b10341e7084223a6f598b
HG01880,https://ftp-trace.ncbi.nlm.nih.gov/1000genomes/ftp/1000G_2504_high_coverage/data/ERR3242293/HG01880.final.cram,695516848,ACB,5e4ce0da7efff31ab1ec32df0d97a65a
